from_state,to_state,count
P_D_PAS_NEU,P_D_PAS_FAV,9
P_D_REC_FAV,P_A_PAS_FAV,9
P_M_PAS_NEU,P_A_FIN_FAV,9
P_M_PAS_NEU,P_A_PAS_FAV,9
P_M_PAS_NEU,P_A_PER_DES,9
P_M_REC_NEU,P_A_FIN_NEU,9
P_A_FIN_DES,P_A_FIN_FAV,8
P_A_FIN_FAV,P_A_REC_DES,8
P_A_FIN_FAV,P_M_REC_NEU,8
P_A_FIN_NEU,P_M_REC_FAV,8
P_A_PAS_DES,P_D_REC_NEU,8
P_A_PAS_FAV,P_D_PAS_NEU,8
P_A_PER_NEU,P_A_FIN_DES,8
P_A_REC_DES,P_A_PER_FAV,8
P_A_REC_DES,P_D_PAS_NEU,8
P_D_PAS_DES,P_M_REC_NEU,8
P_D_PAS_FAV,P_D_PAS_NEU,8
P_D_PER_FAV,P_A_FIN_DES,8
P_D_PER_FAV,P_A_REC_DES,8
P_D_PER_NEU,P_M_PER_FAV,8
P_D_REC_DES,P_A_PAS_NEU,8
P_D_REC_NEU,P_M_PAS_DES,8
P_M_PAS_DES,P_A_PER_NEU,8
P_M_PAS_FAV,P_A_REC_DES,8
P_M_PER_DES,P_A_FIN_NEU,8
P_M_PER_NEU,P_A_REC_DES,8
P_M_REC_NEU,P_A_PAS_DES,8
P_A_FIN_FAV,P_A_FIN_DES,7
P_A_FIN_FAV,P_A_PER_NEU,7
P_A_REC_DES,P_M_PAS_NEU,7
P_A_REC_FAV,P_A_PER_DES,7
P_A_REC_FAV,P_D_PER_FAV,7
P_A_REC_FAV,P_D_REC_DES,7
P_A_REC_FAV,P_M_PAS_NEU,7
P_A_REC_NEU,P_D_PAS_DES,7
P_A_REC_NEU,P_M_PER_NEU,7
P_D_PAS_NEU,P_D_REC_FAV,7
P_D_PAS_NEU,P_M_REC_NEU,7
P_D_PER_FAV,P_D_PER_NEU,7
P_M_PAS_DES,P_M_PER_NEU,7
P_M_PAS_FAV,P_A_PAS_NEU,7
P_M_PAS_FAV,P_D_PER_NEU,7
P_M_PER_NEU,P_A_FIN_DES,7
P_M_REC_DES,P_M_REC_FAV,7
P_M_REC_FAV,P_A_PER_DES,7
P_A_FIN_DES,P_A_REC_FAV,6
P_A_FIN_NEU,P_A_PER_FAV,6
P_A_PAS_DES,P_D_PER_NEU,6
P_A_PAS_FAV,P_M_PAS_NEU,6
P_A_PAS_NEU,P_D_PER_DES,6
P_A_PER_NEU,P_A_FIN_FAV,6
P_D_PAS_DES,P_A_FIN_FAV,6
P_D_PAS_DES,P_D_PER_NEU,6
P_D_PAS_FAV,P_A_REC_FAV,6
P_D_PAS_NEU,P_D_PER_DES,6
P_D_PAS_NEU,P_M_PER_DES,6
P_D_PAS_NEU,P_M_REC_DES,6
P_D_REC_DES,P_A_PER_FAV,6
P_D_REC_DES,P_D_PER_FAV,6
P_D_REC_DES,P_D_REC_FAV,6
P_D_REC_DES,P_M_PAS_NEU,6
P_D_REC_NEU,P_D_PAS_DES,6
P_M_FIN_DES,P_M_PAS_DES,6
P_M_PAS_DES,P_M_REC_NEU,6
P_M_PAS_FAV,P_D_REC_NEU,6
P_M_PAS_NEU,P_D_PER_FAV,6
P_M_PAS_NEU,P_D_REC_NEU,6
P_M_PAS_NEU,P_M_PER_DES,6
P_M_REC_FAV,P_A_REC_FAV,6
P_A_PAS_NEU,P_M_REC_NEU,5
P_A_PER_FAV,P_A_REC_NEU,5
P_A_REC_DES,P_A_PAS_NEU,5
P_A_REC_DES,P_D_PER_NEU,5
P_A_REC_DES,P_M_PER_FAV,5
P_A_REC_DES,P_M_REC_FAV,5
P_A_REC_NEU,P_A_FIN_FAV,5
P_A_REC_NEU,P_D_PAS_FAV,5
P_D_PAS_DES,P_A_PER_NEU,5
P_D_PAS_DES,P_M_FIN_DES,5
P_D_PAS_DES,P_M_PER_FAV,5
P_D_PAS_FAV,P_A_FIN_DES,5
P_D_PAS_NEU,P_A_PER_DES,5
P_D_PAS_NEU,P_D_PER_FAV,5
P_D_PER_NEU,P_A_REC_DES,5
P_D_PER_NEU,P_M_REC_FAV,5
P_D_REC_FAV,P_A_PER_DES,5
P_D_REC_FAV,P_A_PER_FAV,5
P_M_PAS_FAV,P_M_FIN_FAV,5
P_M_PER_NEU,P_A_REC_FAV,5
P_M_PER_NEU,P_M_PER_FAV,5
P_M_REC_DES,P_D_REC_NEU,5
P_M_REC_FAV,P_D_PER_NEU,5
P_M_REC_FAV,P_M_PER_DES,5
P_M_REC_NEU,P_A_REC_NEU,5
P_M_REC_NEU,P_D_PAS_FAV,5
P_A_FIN_DES,P_A_FIN_NEU,4
P_A_FIN_NEU,P_M_PER_NEU,4
P_A_PAS_FAV,P_A_PAS_NEU,4
P_A_PAS_FAV,P_D_PER_NEU,4
P_A_PAS_NEU,P_A_PER_DES,4
P_A_PER_NEU,P_A_REC_FAV,4
P_A_REC_DES,P_A_PER_NEU,4
P_A_REC_FAV,P_A_REC_DES,4
P_A_REC_NEU,P_D_REC_DES,4
P_A_REC_NEU,P_D_REC_NEU,4
P_A_REC_NEU,P_M_PAS_FAV,4
P_D_PAS_NEU,P_A_FIN_NEU,4
P_D_PER_DES,P_A_FIN_FAV,4
P_D_PER_DES,P_A_REC_NEU,4
P_D_PER_FAV,P_M_PER_NEU,4
P_D_PER_NEU,P_A_FIN_DES,4
P_D_REC_DES,P_A_FIN_DES,4
P_D_REC_DES,P_D_PAS_NEU,4
P_D_REC_DES,P_D_REC_NEU,4
P_D_REC_FAV,P_M_REC_FAV,4
P_M_PAS_DES,P_A_REC_FAV,4
P_M_PAS_FAV,P_M_REC_NEU,4
P_M_PAS_NEU,P_A_PER_FAV,4
P_M_PER_NEU,P_A_FIN_FAV,4
P_M_REC_DES,P_D_PER_NEU,4
P_M_REC_DES,P_M_FIN_DES,4
P_M_REC_DES,P_M_REC_NEU,4
P_M_REC_FAV,P_A_FIN_DES,4
P_M_REC_NEU,P_A_PAS_FAV,4
P_M_REC_NEU,P_A_PER_DES,4
P_A_FIN_FAV,P_M_PER_NEU,3
P_A_FIN_NEU,P_A_FIN_DES,3
P_A_FIN_NEU,P_M_PER_FAV,3
P_A_PAS_DES,P_A_PER_NEU,3
P_A_PAS_DES,P_M_PER_NEU,3
P_A_PAS_DES,P_M_REC_NEU,3
P_A_PAS_FAV,P_A_FIN_DES,3
P_A_PAS_NEU,P_A_PER_FAV,3
P_A_PAS_NEU,P_D_PAS_NEU,3
P_A_PAS_NEU,P_M_REC_DES,3
P_A_PER_NEU,P_A_FIN_NEU,3
P_A_PER_NEU,P_A_REC_DES,3
P_A_REC_DES,P_M_REC_NEU,3
P_A_REC_FAV,P_D_PAS_NEU,3
P_A_REC_FAV,P_M_REC_NEU,3
P_A_REC_NEU,P_A_PAS_DES,3
P_A_REC_NEU,P_D_REC_FAV,3
P_A_REC_NEU,P_M_REC_DES,3
P_A_REC_NEU,P_M_REC_NEU,3
P_D_PAS_FAV,P_A_PAS_NEU,3
P_D_PAS_FAV,P_D_REC_NEU,3
P_D_PAS_NEU,P_D_REC_NEU,3
P_D_REC_DES,P_M_REC_NEU,3
P_D_REC_FAV,P_D_PER_DES,3
P_D_REC_FAV,P_M_REC_DES,3
P_D_REC_NEU,P_A_PER_DES,3
P_M_FIN_FAV,P_D_PAS_DES,3
P_M_PAS_DES,P_M_FIN_DES,3
P_M_PAS_FAV,P_A_PER_NEU,3
P_M_PAS_NEU,P_M_REC_FAV,3
P_M_PER_FAV,P_A_FIN_NEU,3
P_M_REC_DES,P_A_PAS_NEU,3
P_M_REC_FAV,P_A_PAS_NEU,3
P_M_REC_FAV,P_D_REC_NEU,3
P_M_REC_NEU,P_D_PER_DES,3
P_M_REC_NEU,P_D_REC_FAV,3
P_M_REC_NEU,P_M_REC_FAV,3
P_A_FIN_DES,P_A_REC_NEU,2
P_A_FIN_NEU,P_A_FIN_NEU,2
P_A_PAS_DES,P_A_REC_FAV,2
P_A_PAS_NEU,P_M_PER_DES,2
P_A_PAS_NEU,P_M_REC_FAV,2
P_A_PER_DES,P_M_FIN_DES,2
P_A_PER_FAV,P_A_FIN_NEU,2
P_A_REC_DES,P_A_FIN_FAV,2
P_A_REC_DES,P_A_REC_FAV,2
P_A_REC_DES,P_D_REC_NEU,2
P_A_REC_FAV,P_A_PER_NEU,2
P_A_REC_FAV,P_D_REC_NEU,2
P_A_REC_NEU,P_D_PAS_NEU,2
P_D_PAS_DES,P_A_REC_FAV,2
P_D_PAS_DES,P_M_PER_NEU,2
P_D_PAS_FAV,P_M_FIN_FAV,2
P_D_PAS_FAV,P_M_REC_NEU,2
P_D_PAS_NEU,P_A_FIN_FAV,2
P_D_PAS_NEU,P_A_PAS_FAV,2
P_D_PAS_NEU,P_A_PER_FAV,2
P_D_PAS_NEU,P_A_REC_NEU,2
P_D_PER_DES,P_A_FIN_NEU,2
P_D_PER_FAV,P_A_REC_NEU,2
P_D_REC_DES,P_D_PER_NEU,2
P_D_REC_DES,P_M_PER_FAV,2
P_D_REC_DES,P_M_REC_FAV,2
P_D_REC_FAV,P_A_REC_FAV,2
P_D_REC_FAV,P_D_PAS_NEU,2
P_D_REC_FAV,P_D_REC_NEU,2
P_D_REC_FAV,P_M_PAS_NEU,2
P_D_REC_FAV,P_M_PER_DES,2
P_D_REC_NEU,P_D_REC_DES,2
P_M_FIN_DES,P_M_REC_DES,2
P_M_PAS_DES,P_A_REC_NEU,2
P_M_PAS_FAV,P_A_FIN_DES,2
P_M_PAS_NEU,P_M_PER_FAV,2
P_M_PER_DES,P_A_REC_NEU,2
P_M_PER_NEU,P_A_FIN_NEU,2
P_M_REC_DES,P_A_PER_NEU,2
P_M_REC_DES,P_M_PER_FAV,2
P_M_REC_DES,P_M_PER_NEU,2
P_M_REC_FAV,P_A_PER_NEU,2
P_M_REC_FAV,P_A_REC_DES,2
P_M_REC_FAV,P_M_PAS_NEU,2
P_M_REC_NEU,P_D_PER_NEU,2
P_M_REC_NEU,P_D_REC_DES,2
P_M_REC_NEU,P_D_REC_NEU,2
P_A_FIN_NEU,P_A_FIN_FAV,1
P_A_FIN_NEU,P_A_REC_DES,1
P_A_FIN_NEU,P_A_REC_FAV,1
P_A_PAS_DES,P_A_FIN_FAV,1
P_A_PAS_FAV,P_A_PER_NEU,1
P_A_PAS_FAV,P_A_REC_NEU,1
P_A_PAS_FAV,P_D_REC_NEU,1
P_A_PAS_FAV,P_M_FIN_FAV,1
P_A_PAS_FAV,P_M_REC_NEU,1
P_A_PAS_NEU,P_A_FIN_DES,1
P_A_PAS_NEU,P_D_PER_FAV,1
P_A_PAS_NEU,P_D_REC_NEU,1
P_A_PAS_NEU,P_M_PER_FAV,1
P_A_REC_DES,P_M_PER_NEU,1
P_A_REC_FAV,P_A_PAS_NEU,1
P_A_REC_FAV,P_M_PER_DES,1
P_A_REC_NEU,P_A_FIN_DES,1
P_A_REC_NEU,P_A_PER_DES,1
P_A_REC_NEU,P_D_PER_DES,1
P_D_PAS_DES,P_A_FIN_NEU,1
P_D_PAS_FAV,P_A_REC_DES,1
P_D_PAS_NEU,P_A_REC_FAV,1
P_D_PAS_NEU,P_M_REC_FAV,1
P_D_PER_FAV,P_A_FIN_NEU,1
P_D_PER_NEU,P_A_FIN_FAV,1
P_D_PER_NEU,P_A_REC_FAV,1
P_D_REC_DES,P_A_REC_FAV,1
P_D_REC_FAV,P_M_FIN_FAV,1
P_D_REC_FAV,P_M_PER_NEU,1
P_D_REC_NEU,P_A_PAS_DES,1
P_D_REC_NEU,P_A_PER_NEU,1
P_D_REC_NEU,P_D_PER_DES,1
P_D_REC_NEU,P_D_PER_FAV,1
P_D_REC_NEU,P_M_PAS_FAV,1
P_D_REC_NEU,P_M_REC_NEU,1
P_M_FIN_DES,P_A_PAS_DES,1
P_M_FIN_DES,P_A_PAS_FAV,1
P_M_FIN_DES,P_D_PER_DES,1
P_M_FIN_DES,P_D_PER_FAV,1
P_M_FIN_DES,P_D_REC_DES,1
P_M_FIN_DES,P_M_PAS_FAV,1
P_M_FIN_DES,P_M_PER_DES,1
P_M_FIN_FAV,P_D_PER_FAV,1
P_M_FIN_FAV,P_D_PER_NEU,1
P_M_FIN_FAV,P_D_REC_FAV,1
P_M_FIN_FAV,P_M_PAS_DES,1
P_M_FIN_FAV,P_M_PAS_FAV,1
P_M_FIN_FAV,P_M_PER_NEU,1
P_M_FIN_FAV,P_M_REC_FAV,1
P_M_FIN_NEU,P_D_REC_FAV,1
P_M_PAS_FAV,P_A_FIN_NEU,1
P_M_PAS_FAV,P_A_REC_NEU,1
P_M_PAS_FAV,P_M_PER_NEU,1
P_M_PAS_NEU,P_A_FIN_DES,1
P_M_PAS_NEU,P_A_REC_DES,1
P_M_PAS_NEU,P_M_FIN_NEU,1
P_M_PER_DES,P_M_FIN_DES,1
P_M_PER_FAV,P_A_REC_NEU,1
P_M_REC_DES,P_A_FIN_FAV,1
P_M_REC_DES,P_A_FIN_NEU,1
P_M_REC_FAV,P_D_PAS_NEU,1
P_M_REC_FAV,P_M_FIN_FAV,1
P_M_REC_NEU,P_A_FIN_FAV,1
P_M_REC_NEU,P_A_REC_DES,1
P_M_REC_NEU,P_D_PER_FAV,1
P_M_REC_NEU,P_M_PAS_FAV,1
P_M_REC_NEU,P_M_PER_DES,1
P_M_REC_NEU,P_M_PER_FAV,1
P_M_REC_NEU,P_M_REC_DES,1
