from_state,to_state,probability
S_D_PER_NEU,P_D_PER_NEU,0.018721
S_D_PER_NEU,P_M_PER_NEU,0.018721
P_A_FIN_DES,P_D_REC_DES,0.018637
P_D_REC_FAV,P_M_PER_FAV,0.018364
P_D_PER_DES,P_D_REC_FAV,0.018334
P_A_PER_NEU,P_D_PER_NEU,0.018290
S_D_REC_FAV,P_M_PAS_FAV,0.018271
S_M_PER_FAV,P_D_PAS_DES,0.018246
P_D_PAS_FAV,P_A_PAS_FAV,0.018218
P_A_PER_FAV,P_D_REC_DES,0.018207
S_A_PER_FAV,S_A_REC_FAV,0.018182
P_M_PER_DES,S_D_PAS_FAV,0.017939
P_D_PER_NEU,P_D_PER_NEU,0.017937
S_M_REC_DES,P_D_PAS_FAV,0.017857
P_D_PER_DES,S_M_REC_FAV,0.017810
S_D_PER_DES,P_D_PER_DES,0.017776
S_D_REC_NEU,P_A_PER_NEU,0.017751
P_A_REC_NEU,S_D_REC_FAV,0.017578
P_M_PER_NEU,S_M_REC_NEU,0.017500
S_M_REC_FAV,S_D_PAS_FAV,0.017463
S_A_PER_DES,P_D_PAS_NEU,0.017442
S_A_PER_DES,S_A_PER_DES,0.017442
S_M_PER_FAV,P_M_PER_DES,0.017435
S_M_PER_DES,P_M_REC_NEU,0.017422
S_D_REC_FAV,P_A_PER_FAV,0.017380
S_A_PER_FAV,P_A_PER_FAV,0.017355
P_M_PER_DES,S_D_PER_DES,0.017346
P_D_PER_DES,S_M_PAS_DES,0.017287
S_D_PER_NEU,P_M_PER_DES,0.017161
S_D_REC_DES,P_A_PER_FAV,0.017067
P_M_REC_NEU,P_M_REC_NEU,0.017052
P_D_PER_NEU,P_D_PAS_DES,0.017040
S_M_REC_FAV,P_M_REC_DES,0.017004
S_D_REC_FAV,P_D_PER_FAV,0.016934
S_M_PER_NEU,P_D_PAS_NEU,0.016925
S_M_PER_NEU,P_D_REC_NEU,0.016925
S_D_PER_DES,P_A_PER_DES,0.016864
P_A_PER_DES,S_D_PAS_DES,0.016863
S_D_PER_FAV,P_A_REC_DES,0.016809
S_A_FIN_FAV,P_D_PAS_DES,0.016667
S_A_FIN_FAV,P_D_REC_DES,0.016667
P_A_PER_FAV,S_D_REC_DES,0.016649
S_A_PER_FAV,P_D_PAS_NEU,0.016529
P_A_PER_NEU,S_D_PAS_FAV,0.016461
P_A_PER_NEU,S_D_PER_DES,0.016461
P_A_PAS_DES,P_M_PER_DES,0.016420
S_D_PER_DES,P_D_REC_DES,0.016408
S_D_PER_DES,P_D_REC_FAV,0.016408
S_M_PAS_FAV,P_M_PER_FAV,0.016402
S_A_PAS_DES,P_A_FIN_DES,0.016393
S_A_PAS_DES,P_D_PAS_DES,0.016393
S_A_PAS_DES,P_D_PER_FAV,0.016393
S_A_PAS_DES,P_D_REC_DES,0.016393
S_A_PAS_DES,P_D_REC_FAV,0.016393
S_A_PAS_DES,S_A_FIN_DES,0.016393
P_D_PAS_NEU,P_A_PAS_NEU,0.016385
S_M_REC_DES,P_M_PER_FAV,0.016369
S_M_REC_DES,S_D_PER_DES,0.016369
P_D_PER_DES,S_D_PER_FAV,0.016239
P_D_PER_NEU,S_D_PER_FAV,0.016143
S_M_PAS_NEU,P_D_REC_FAV,0.016129
P_D_PER_FAV,S_A_PER_FAV,0.016061
P_M_PER_DES,S_M_PAS_FAV,0.016012
P_M_PER_NEU,P_A_REC_NEU,0.016000
P_M_PER_NEU,P_D_REC_NEU,0.016000
S_M_PER_FAV,P_A_PAS_FAV,0.015948
S_D_PAS_NEU,P_M_PAS_FAV,0.015936
P_D_PAS_DES,P_A_PAS_DES,0.015932
P_A_REC_DES,P_A_REC_DES,0.015812
P_A_PAS_NEU,P_M_PER_NEU,0.015710
S_A_PER_FAV,P_D_REC_NEU,0.015702
S_M_PER_DES,P_D_PER_DES,0.015679
S_M_PER_FAV,P_M_PAS_NEU,0.015543
P_A_REC_FAV,P_A_REC_FAV,0.015396
P_D_PER_NEU,P_A_REC_NEU,0.015247
P_D_PER_NEU,P_M_REC_DES,0.015247
P_A_PER_DES,P_D_PAS_NEU,0.015033
S_D_PAS_FAV,P_M_PAS_FAV,0.014930
S_M_REC_DES,P_D_PAS_DES,0.014881
S_A_PER_FAV,S_M_PER_FAV,0.014876
P_A_PAS_FAV,P_M_PER_FAV,0.014809
S_D_REC_NEU,P_A_PAS_NEU,0.014793
S_D_REC_NEU,P_A_PER_FAV,0.014793
S_M_PAS_DES,P_M_PAS_FAV,0.014730
P_M_PAS_DES,P_D_PER_DES,0.014648
S_M_PER_FAV,P_D_REC_DES,0.014597
S_A_PER_DES,P_M_PAS_DES,0.014535
P_M_PER_NEU,S_M_PAS_FAV,0.014500
P_A_REC_FAV,P_D_PAS_FAV,0.014499
P_D_PER_DES,P_A_REC_DES,0.014405
P_D_PER_DES,S_M_PER_NEU,0.014405
S_M_REC_NEU,P_D_PAS_NEU,0.014354
S_M_REC_NEU,P_M_PER_FAV,0.014354
P_D_PER_NEU,P_A_PAS_FAV,0.014350
P_D_PER_NEU,S_D_PER_DES,0.014350
P_A_FIN_FAV,P_M_REC_FAV,0.014313
P_A_REC_FAV,S_D_REC_FAV,0.014200
P_M_REC_FAV,P_M_REC_FAV,0.014159
P_D_PER_DES,P_M_PAS_NEU,0.014144
S_D_PER_NEU,P_D_PAS_FAV,0.014041
S_M_PER_DES,P_D_PER_FAV,0.013937
P_M_PAS_FAV,P_D_PER_FAV,0.013896
P_A_FIN_DES,P_M_REC_DES,0.013845
P_A_REC_NEU,P_A_FIN_FAV,0.013672
P_A_REC_NEU,P_A_REC_NEU,0.013672
P_M_PAS_NEU,P_D_PER_NEU,0.013642
S_D_PAS_DES,P_M_PER_DES,0.013528
P_D_PER_NEU,S_A_PER_FAV,0.013453
P_D_PER_NEU,S_M_PAS_DES,0.013453
P_D_PER_DES,P_D_PER_DES,0.013358
S_M_PER_FAV,S_M_PER_FAV,0.013245
P_M_PER_DES,P_A_PER_DES,0.013195
S_M_PAS_DES,P_D_PAS_FAV,0.013093
P_M_PER_NEU,S_D_PER_DES,0.013000
P_M_PER_NEU,S_M_REC_DES,0.013000
S_M_REC_FAV,P_D_PAS_FAV,0.012868
P_A_PER_NEU,P_D_PER_DES,0.012803
S_A_REC_FAV,P_A_REC_FAV,0.012739
S_A_REC_FAV,P_D_PER_DES,0.012739
S_D_PER_FAV,P_M_PAS_NEU,0.012673
P_M_PER_NEU,S_D_PAS_FAV,0.012500
S_D_PER_NEU,P_D_PAS_DES,0.012480
S_D_PER_NEU,P_D_REC_DES,0.012480
S_D_PER_NEU,S_D_PER_NEU,0.012480
S_D_REC_DES,P_A_PAS_DES,0.012413
S_M_REC_FAV,S_D_PER_FAV,0.012408
S_A_PER_FAV,P_D_PER_DES,0.012397
P_M_PER_FAV,P_M_REC_DES,0.012354
S_D_PER_DES,P_M_REC_NEU,0.012306
S_M_PER_FAV,P_M_REC_NEU,0.012299
P_A_FIN_DES,P_D_PAS_NEU,0.012247
P_A_FIN_DES,S_D_REC_FAV,0.012247
P_M_REC_DES,P_M_REC_DES,0.012168
P_M_PER_DES,P_D_PER_FAV,0.012157
P_M_PER_DES,P_M_PAS_NEU,0.012157
P_M_PER_DES,S_D_REC_DES,0.012157
P_D_PER_FAV,S_D_PAS_FAV,0.012144
P_M_PER_NEU,S_D_PER_NEU,0.012000
P_A_REC_DES,P_D_PAS_FAV,0.011996
S_M_PAS_FAV,P_M_REC_FAV,0.011928
P_D_PER_FAV,S_D_REC_FAV,0.011908
S_D_REC_NEU,P_A_PAS_FAV,0.011834
P_D_PER_FAV,P_A_PER_FAV,0.011752
P_A_PER_FAV,P_D_PER_DES,0.011631
S_A_PER_DES,P_A_PAS_DES,0.011628
S_A_PER_NEU,P_A_FIN_NEU,0.011494
S_A_PER_NEU,P_D_PER_DES,0.011494
S_A_PER_NEU,P_M_PAS_NEU,0.011494
S_A_PER_NEU,P_M_PER_FAV,0.011494
S_A_PER_NEU,S_M_REC_NEU,0.011494
S_M_PAS_DES,P_M_REC_FAV,0.011457
S_D_PAS_DES,P_M_PAS_FAV,0.011446
P_A_PER_NEU,S_D_PER_NEU,0.011431
P_M_PER_DES,P_D_PER_DES,0.011416
S_M_PER_NEU,S_M_PER_NEU,0.011283
P_D_PER_FAV,S_A_REC_FAV,0.011125
P_M_PER_DES,S_M_PAS_DES,0.010971
S_D_PER_NEU,P_A_PER_DES,0.010920
P_A_REC_FAV,P_D_REC_FAV,0.010912
S_A_PAS_FAV,P_D_PER_FAV,0.010870
S_A_PAS_FAV,P_D_REC_DES,0.010870
S_D_REC_DES,P_M_PAS_FAV,0.010861
P_M_PER_FAV,P_A_PER_FAV,0.010805
P_D_PER_NEU,P_A_REC_FAV,0.010762
P_D_PER_NEU,P_M_PER_FAV,0.010762
P_D_PER_NEU,S_D_PER_NEU,0.010762
S_M_PAS_NEU,P_D_PER_DES,0.010753
S_M_PAS_NEU,P_M_PAS_FAV,0.010753
S_A_PER_FAV,S_A_PER_FAV,0.010744
P_D_PER_DES,S_M_REC_DES,0.010739
P_M_PER_DES,S_D_PAS_DES,0.010526
P_M_PER_NEU,P_A_PER_NEU,0.010500
P_M_PER_NEU,S_D_REC_DES,0.010500
P_D_PER_DES,S_A_REC_FAV,0.010477
S_M_PER_DES,P_M_PER_NEU,0.010453
S_M_PER_DES,S_M_PER_DES,0.010453
S_M_REC_DES,S_A_FIN_DES,0.010417
S_D_PAS_DES,P_D_PER_DES,0.010406
P_A_FIN_NEU,S_D_PER_FAV,0.010399
P_M_PER_DES,P_D_PAS_NEU,0.010378
P_A_REC_DES,P_D_PAS_DES,0.010360
P_D_PER_DES,P_A_REC_FAV,0.010215
P_D_PER_DES,S_A_PER_FAV,0.010215
P_A_PER_DES,P_M_PER_DES,0.010196
S_D_PAS_FAV,P_M_PER_FAV,0.010152
P_M_PER_FAV,S_M_PER_DES,0.009963
S_M_PAS_FAV,P_D_PAS_FAV,0.009940
S_A_PER_FAV,P_A_PAS_FAV,0.009917
S_A_PER_FAV,P_M_PAS_DES,0.009917
S_M_PER_NEU,P_D_PER_NEU,0.009873
S_M_PAS_DES,P_M_PAS_DES,0.009820
P_A_REC_NEU,P_D_PAS_FAV,0.009766
P_A_REC_NEU,P_D_REC_FAV,0.009766
P_A_REC_NEU,S_D_REC_NEU,0.009766
S_M_PER_FAV,P_A_REC_FAV,0.009731
P_M_PAS_NEU,P_A_FIN_NEU,0.009728
P_A_FIN_FAV,P_D_PAS_NEU,0.009678
P_A_PER_NEU,S_D_PAS_DES,0.009602
P_A_FIN_DES,S_D_REC_DES,0.009585
S_D_PER_DES,P_A_PAS_NEU,0.009572
S_M_REC_NEU,P_A_PAS_FAV,0.009569
S_M_REC_NEU,P_A_REC_FAV,0.009569
S_M_REC_NEU,P_A_REC_NEU,0.009569
S_M_REC_NEU,P_D_PAS_DES,0.009569
S_M_REC_NEU,S_D_PAS_NEU,0.009569
S_A_REC_FAV,P_M_PER_FAV,0.009554
S_A_REC_DES,P_A_PAS_DES,0.009524
S_A_REC_DES,P_A_PER_DES,0.009524
S_A_REC_DES,P_D_PAS_NEU,0.009524
S_A_REC_DES,P_D_PER_DES,0.009524
S_A_REC_DES,P_D_PER_NEU,0.009524
S_A_REC_DES,P_M_PAS_FAV,0.009524
S_A_REC_DES,S_A_REC_DES,0.009524
P_D_PER_FAV,S_M_PER_NEU,0.009480
P_M_PER_FAV,S_M_REC_DES,0.009476
P_D_PER_DES,P_A_PER_DES,0.009429
P_A_PER_FAV,S_D_PER_DES,0.009389
S_D_PER_NEU,P_A_PER_NEU,0.009360
P_M_PAS_FAV,P_A_FIN_FAV,0.009300
P_M_PER_FAV,P_D_REC_DES,0.009210
S_M_REC_FAV,P_D_REC_FAV,0.009191
P_D_PER_FAV,P_M_REC_DES,0.009166
S_A_PER_FAV,P_M_PER_FAV,0.009091
P_D_PER_NEU,P_D_REC_FAV,0.008969
P_D_PER_NEU,S_D_REC_FAV,0.008969
P_D_PER_NEU,S_M_PAS_NEU,0.008969
S_D_PER_FAV,P_D_PAS_DES,0.008938
S_M_REC_DES,P_M_PAS_NEU,0.008929
S_M_REC_DES,S_A_PAS_DES,0.008929
S_M_REC_DES,S_M_REC_DES,0.008929
P_D_PER_DES,S_D_REC_FAV,0.008905
S_D_REC_NEU,P_A_REC_NEU,0.008876
S_D_REC_NEU,P_D_REC_NEU,0.008876
P_A_PER_FAV,P_M_PER_FAV,0.008781
S_M_REC_FAV,P_A_REC_FAV,0.008732
S_A_PER_DES,P_A_REC_DES,0.008721
S_A_PER_DES,P_D_PER_NEU,0.008721
S_A_PER_DES,S_M_PER_DES,0.008721
P_A_PER_NEU,P_M_PER_NEU,0.008688
P_A_PER_NEU,S_D_PAS_NEU,0.008688
P_A_FIN_NEU,S_D_REC_DES,0.008666
P_D_PER_FAV,P_M_PAS_NEU,0.008618
S_D_PER_FAV,P_M_PER_DES,0.008538
S_D_REC_DES,S_D_REC_DES,0.008534
P_M_REC_NEU,P_M_REC_FAV,0.008526
P_M_PER_NEU,S_M_PAS_DES,0.008500
P_D_PER_FAV,P_D_PAS_DES,0.008461
P_A_PAS_NEU,P_A_FIN_FAV,0.008397
P_A_REC_FAV,P_D_PER_FAV,0.008371
S_D_PAS_DES,P_M_REC_FAV,0.008325
P_A_FIN_FAV,P_D_PER_NEU,0.008315
P_A_FIN_FAV,S_D_PER_FAV,0.008315
S_M_PER_DES,P_D_REC_NEU,0.008275
P_A_PER_DES,P_D_REC_NEU,0.008235
P_A_PER_NEU,P_M_PAS_FAV,0.008230
S_D_PER_DES,S_M_PER_DES,0.008204
P_A_REC_DES,P_D_REC_FAV,0.008179
P_A_PER_DES,P_M_PAS_FAV,0.008105
P_D_PER_NEU,P_A_PAS_DES,0.008072
P_D_PER_NEU,P_D_REC_DES,0.008072
P_D_PER_NEU,S_D_PAS_FAV,0.008072
S_D_REC_FAV,P_A_PAS_DES,0.008021
P_M_PER_DES,P_M_PER_FAV,0.008006
P_M_PER_DES,P_M_REC_NEU,0.008006
P_M_PER_NEU,P_M_PER_FAV,0.008000
P_M_PAS_DES,P_A_FIN_DES,0.007993
S_D_PAS_NEU,P_M_PAS_DES,0.007968
P_A_REC_FAV,S_D_PER_FAV,0.007922
P_M_PER_FAV,S_D_PER_DES,0.007838
P_A_REC_NEU,P_D_REC_NEU,0.007812
P_A_REC_NEU,S_D_REC_DES,0.007812
S_D_PER_NEU,P_D_REC_FAV,0.007800
S_D_PER_NEU,S_D_REC_NEU,0.007800
P_A_FIN_FAV,S_D_REC_DES,0.007770
S_D_PER_DES,P_A_REC_NEU,0.007748
P_A_REC_DES,P_D_REC_DES,0.007634
P_A_REC_DES,S_D_REC_DES,0.007634
S_D_PER_FAV,P_A_PER_DES,0.007604
P_A_PER_DES,S_D_REC_NEU,0.007582
S_D_REC_FAV,P_M_REC_FAV,0.007576
P_M_PER_NEU,S_D_PAS_NEU,0.007500
P_M_PER_NEU,S_D_REC_NEU,0.007500
S_D_PER_FAV,S_D_PER_FAV,0.007471
P_A_FIN_DES,S_D_PER_DES,0.007455
S_M_PER_DES,P_D_PAS_NEU,0.007404
P_M_REC_DES,P_A_FIN_DES,0.007375
S_D_REC_FAV,S_D_REC_FAV,0.007353
P_D_PER_DES,S_D_PAS_FAV,0.007334
P_M_REC_NEU,P_A_FIN_NEU,0.007308
S_D_PER_DES,P_M_PER_NEU,0.007293
P_A_PER_FAV,P_D_PAS_NEU,0.007222
P_D_PER_NEU,S_D_PAS_DES,0.007175
P_D_PER_NEU,S_M_REC_NEU,0.007175
S_D_REC_FAV,P_A_REC_DES,0.007130
P_A_REC_DES,S_D_REC_FAV,0.007088
S_M_PER_NEU,P_A_PAS_NEU,0.007052
S_M_PER_NEU,P_A_REC_NEU,0.007052
S_M_PER_NEU,P_D_PER_DES,0.007052
S_D_REC_DES,P_A_PER_DES,0.006982
S_M_PER_DES,P_A_REC_FAV,0.006969
S_M_PAS_FAV,P_A_PER_FAV,0.006958
S_M_PAS_FAV,P_D_REC_FAV,0.006958
P_M_PER_FAV,S_D_REC_DES,0.006952
P_A_FIN_DES,S_D_PER_FAV,0.006922
S_D_REC_FAV,P_D_REC_FAV,0.006907
S_M_REC_FAV,P_A_PER_FAV,0.006893
S_M_REC_FAV,P_M_PER_DES,0.006893
S_M_PER_FAV,S_M_REC_FAV,0.006893
S_D_PAS_FAV,P_D_PER_FAV,0.006868
P_D_PER_DES,S_D_PAS_DES,0.006810
S_D_PER_FAV,S_D_REC_FAV,0.006804
S_M_PER_FAV,P_D_PAS_NEU,0.006758
P_D_REC_NEU,P_D_REC_NEU,0.006745
P_A_FIN_FAV,S_D_PAS_FAV,0.006679
S_D_PER_FAV,P_A_PAS_NEU,0.006670
P_D_PER_FAV,S_M_REC_DES,0.006659
P_M_REC_FAV,P_A_FIN_FAV,0.006585
S_M_PAS_DES,P_A_PER_DES,0.006547
S_D_PER_FAV,P_M_REC_NEU,0.006537
P_D_PER_FAV,S_M_PAS_DES,0.006503
P_A_PER_FAV,S_D_PAS_DES,0.006500
P_A_PER_DES,P_D_PER_NEU,0.006405
P_A_FIN_DES,P_M_PAS_NEU,0.006390
P_M_PER_DES,S_M_PER_NEU,0.006375
S_A_REC_FAV,S_A_REC_FAV,0.006369
S_A_REC_FAV,S_M_PAS_FAV,0.006369
P_A_PER_FAV,S_M_REC_FAV,0.006348
P_D_PER_DES,S_A_PER_DES,0.006286
P_D_PER_NEU,P_D_PER_FAV,0.006278
P_D_PER_NEU,S_A_REC_FAV,0.006278
P_D_PER_NEU,S_D_REC_NEU,0.006278
P_D_PER_NEU,S_M_REC_DES,0.006278
P_M_REC_DES,P_D_PER_DES,0.006268
P_M_REC_DES,P_M_PAS_FAV,0.006268
S_D_PER_NEU,P_D_REC_NEU,0.006240
S_D_REC_DES,P_A_REC_NEU,0.006206
S_D_REC_DES,P_M_PAS_DES,0.006206
P_M_PER_FAV,P_D_PAS_NEU,0.006199
S_M_PER_DES,P_A_PAS_DES,0.006098
S_M_PER_DES,S_M_REC_DES,0.006098
S_M_PER_FAV,P_A_PER_FAV,0.006082
P_M_PER_FAV,P_M_PAS_NEU,0.006067
P_D_PER_DES,P_D_PAS_NEU,0.006024
P_D_PER_DES,S_M_PAS_NEU,0.006024
S_D_PER_FAV,P_A_REC_NEU,0.006003
P_A_REC_DES,P_A_FIN_NEU,0.005998
P_A_REC_DES,S_D_PAS_FAV,0.005998
P_A_REC_DES,S_D_PER_FAV,0.005998
P_A_REC_FAV,P_M_PER_FAV,0.005979
S_M_REC_FAV,P_A_PAS_FAV,0.005974
S_M_REC_FAV,P_M_PAS_NEU,0.005974
S_D_PAS_FAV,P_A_REC_FAV,0.005972
S_M_REC_DES,P_A_REC_FAV,0.005952
S_M_REC_DES,P_M_PER_NEU,0.005952
S_M_PER_FAV,P_D_PER_DES,0.005947
S_D_REC_NEU,P_A_FIN_FAV,0.005917
S_D_REC_NEU,P_A_PER_DES,0.005917
S_D_REC_NEU,P_D_PAS_NEU,0.005917
S_D_REC_NEU,P_M_PAS_FAV,0.005917
S_D_REC_NEU,P_M_PER_NEU,0.005917
S_D_REC_NEU,P_M_REC_FAV,0.005917
P_A_REC_NEU,P_D_PAS_DES,0.005859
P_A_REC_NEU,P_D_PAS_NEU,0.005859
P_A_REC_NEU,P_D_PER_FAV,0.005859
P_A_REC_NEU,P_M_REC_NEU,0.005859
P_A_REC_NEU,S_D_PER_DES,0.005859
S_A_PER_DES,P_M_PER_FAV,0.005814
S_A_PER_DES,P_M_REC_DES,0.005814
P_D_PER_DES,P_M_PER_FAV,0.005762
P_D_PER_DES,S_A_REC_DES,0.005762
P_A_REC_FAV,P_M_REC_FAV,0.005680
S_D_PAS_FAV,P_M_REC_FAV,0.005673
S_M_PER_DES,P_A_PAS_FAV,0.005662
S_M_PER_NEU,S_M_REC_NEU,0.005642
P_A_FIN_FAV,P_M_PAS_NEU,0.005589
P_M_REC_DES,P_M_REC_FAV,0.005531
P_M_PER_NEU,P_D_PER_DES,0.005500
P_M_PER_NEU,P_D_PER_NEU,0.005500
P_M_PER_NEU,S_D_PAS_DES,0.005500
S_D_PER_FAV,S_M_PER_FAV,0.005470
S_D_PER_DES,P_D_PAS_NEU,0.005469
S_D_PER_DES,P_D_PER_FAV,0.005469
S_D_PER_DES,S_D_PER_DES,0.005469
S_A_PAS_FAV,P_A_PER_FAV,0.005435
S_A_PAS_FAV,P_D_PAS_DES,0.005435
S_A_PAS_FAV,P_D_REC_FAV,0.005435
S_A_PAS_FAV,P_D_REC_NEU,0.005435
S_A_PAS_FAV,P_M_PAS_NEU,0.005435
S_A_PAS_FAV,S_A_PAS_FAV,0.005435
S_D_REC_DES,P_D_REC_DES,0.005431
S_D_REC_DES,P_M_PER_DES,0.005431
S_D_REC_DES,P_M_REC_DES,0.005431
P_D_PER_NEU,S_A_PAS_FAV,0.005381
P_D_PER_NEU,S_A_PER_DES,0.005381
P_D_PER_NEU,S_A_REC_DES,0.005381
S_M_PAS_NEU,P_D_PER_FAV,0.005376
S_M_PAS_NEU,P_D_REC_DES,0.005376
S_M_PAS_NEU,P_M_PAS_NEU,0.005376
S_M_PAS_NEU,P_M_PER_NEU,0.005376
S_M_PAS_NEU,P_M_REC_FAV,0.005376
S_M_PAS_NEU,P_M_REC_NEU,0.005376
P_A_PER_DES,S_D_PER_NEU,0.005359
P_M_PER_DES,S_M_REC_NEU,0.005337
S_D_PAS_DES,P_M_PAS_DES,0.005203
P_A_FIN_NEU,P_D_REC_NEU,0.005199
P_A_FIN_NEU,P_M_PER_NEU,0.005199
P_A_FIN_NEU,P_M_REC_NEU,0.005199
P_A_FIN_NEU,S_D_REC_NEU,0.005199
P_M_PER_FAV,S_D_PAS_DES,0.005181
P_M_PER_FAV,S_M_PAS_DES,0.005181
P_D_REC_NEU,P_A_PAS_NEU,0.005059
S_M_REC_FAV,P_M_REC_NEU,0.005055
P_M_PER_FAV,P_D_PER_DES,0.005048
P_A_PER_NEU,P_M_REC_FAV,0.005030
P_M_PER_NEU,P_M_PER_DES,0.005000
P_M_PER_NEU,S_M_PAS_NEU,0.005000
S_A_PER_FAV,P_A_REC_FAV,0.004959
P_D_PER_FAV,P_A_PAS_DES,0.004936
S_M_PAS_DES,P_D_REC_FAV,0.004910
S_D_REC_FAV,P_D_PAS_FAV,0.004902
P_M_REC_NEU,P_D_PER_NEU,0.004872
P_D_REC_DES,P_D_REC_DES,0.004815
S_D_PER_FAV,P_M_PER_NEU,0.004803
P_M_REC_DES,S_M_PER_FAV,0.004794
S_M_PER_DES,P_A_PER_FAV,0.004791
S_M_REC_NEU,P_A_REC_DES,0.004785
S_M_REC_NEU,P_D_REC_DES,0.004785
S_M_REC_NEU,P_D_REC_NEU,0.004785
S_M_REC_NEU,P_M_PER_DES,0.004785
S_M_REC_NEU,S_M_REC_NEU,0.004785
P_M_REC_FAV,S_M_PER_FAV,0.004720
P_A_PER_FAV,S_M_PER_FAV,0.004713
P_A_PER_DES,P_M_REC_FAV,0.004706
S_D_PER_NEU,P_D_PER_FAV,0.004680
S_D_PER_NEU,S_M_PER_NEU,0.004680
S_M_REC_FAV,S_A_FIN_FAV,0.004596
S_M_REC_FAV,S_M_REC_FAV,0.004596
S_D_PER_DES,S_D_REC_DES,0.004558
P_D_PER_FAV,S_A_PAS_FAV,0.004544
P_D_PER_FAV,S_D_PER_DES,0.004544
P_M_REC_FAV,S_M_REC_FAV,0.004500
P_A_FIN_FAV,P_A_FIN_FAV,0.004498
P_D_PER_NEU,P_A_PER_FAV,0.004484
P_D_PER_FAV,S_A_PER_DES,0.004466
S_M_REC_DES,P_A_REC_DES,0.004464
P_A_REC_DES,P_M_PER_DES,0.004362
S_M_PER_DES,P_A_REC_DES,0.004355
P_D_PER_FAV,P_D_REC_DES,0.004309
P_A_FIN_DES,P_A_FIN_DES,0.004260
P_A_FIN_DES,S_D_PAS_FAV,0.004260
S_M_PER_NEU,P_A_PAS_DES,0.004231
S_M_PER_NEU,P_A_PER_FAV,0.004231
S_M_PER_NEU,P_A_PER_NEU,0.004231
S_M_PER_NEU,P_A_REC_FAV,0.004231
S_M_PER_NEU,S_M_PAS_NEU,0.004231
P_A_REC_FAV,S_D_PAS_FAV,0.004185
P_M_REC_FAV,P_D_PER_FAV,0.004171
S_D_PAS_DES,P_A_REC_FAV,0.004162
S_D_PAS_DES,P_D_PAS_DES,0.004162
S_D_PAS_DES,P_M_REC_DES,0.004162
P_A_PER_FAV,P_D_REC_NEU,0.004143
S_A_PER_FAV,P_M_REC_DES,0.004132
S_A_PER_FAV,P_M_REC_NEU,0.004132
P_A_PER_NEU,P_M_PER_FAV,0.004115
P_A_PER_NEU,S_M_REC_FAV,0.004115
S_D_PER_DES,P_A_PER_NEU,0.004102
P_A_FIN_FAV,P_M_PER_FAV,0.004089
P_D_REC_FAV,P_D_REC_FAV,0.004017
S_D_PAS_NEU,P_A_PAS_NEU,0.003984
S_D_PAS_NEU,P_A_REC_FAV,0.003984
S_D_PAS_NEU,P_M_PAS_NEU,0.003984
S_D_PAS_NEU,P_M_PER_NEU,0.003984
S_D_PAS_NEU,P_M_REC_FAV,0.003984
S_D_PAS_NEU,S_D_REC_NEU,0.003984
S_M_PAS_FAV,P_D_PER_FAV,0.003976
P_A_FIN_FAV,P_D_REC_DES,0.003953
S_M_PER_FAV,P_D_REC_NEU,0.003919
P_A_REC_NEU,P_M_PER_NEU,0.003906
P_A_REC_NEU,S_D_PER_FAV,0.003906
S_D_PAS_FAV,P_A_PER_FAV,0.003882
S_D_REC_DES,P_D_PAS_DES,0.003879
P_D_REC_FAV,P_A_PAS_FAV,0.003874
S_D_PER_FAV,P_A_FIN_FAV,0.003869
P_M_PER_DES,S_D_PER_NEU,0.003855
P_D_REC_DES,P_A_PAS_DES,0.003852
P_A_REC_DES,S_D_PER_DES,0.003817
P_A_PER_DES,S_M_REC_FAV,0.003791
S_M_PER_FAV,P_M_PER_NEU,0.003784
P_M_PER_FAV,P_M_REC_NEU,0.003764
P_D_PER_FAV,P_D_PAS_NEU,0.003682
P_D_PER_DES,P_D_PER_FAV,0.003667
P_D_PER_DES,S_A_PAS_FAV,0.003667
P_A_PER_DES,S_M_REC_DES,0.003660
P_A_PER_NEU,P_M_PAS_DES,0.003658
P_M_REC_NEU,S_M_REC_NEU,0.003654
S_D_PER_DES,S_M_REC_DES,0.003646
P_A_PAS_FAV,P_D_PAS_FAV,0.003598
P_D_PER_NEU,P_A_PER_NEU,0.003587
P_D_PER_NEU,P_A_REC_DES,0.003587
P_D_PER_NEU,S_A_PER_NEU,0.003587
P_D_PER_NEU,S_A_REC_NEU,0.003587
P_D_PER_NEU,S_D_PAS_NEU,0.003587
S_D_PAS_FAV,P_M_PAS_DES,0.003583
P_A_PER_DES,S_D_PAS_NEU,0.003529
S_M_PER_DES,P_A_PER_DES,0.003484
S_D_PER_FAV,P_D_REC_DES,0.003469
P_A_FIN_NEU,P_D_REC_DES,0.003466
P_A_FIN_NEU,S_D_PAS_FAV,0.003466
P_A_FIN_NEU,S_D_PER_NEU,0.003466
P_M_PER_FAV,S_M_PER_NEU,0.003454
P_D_PER_DES,P_A_PER_FAV,0.003405
P_A_PER_FAV,S_D_REC_NEU,0.003383
P_D_REC_NEU,P_A_PER_NEU,0.003373
P_D_REC_NEU,P_M_REC_NEU,0.003373
S_A_PER_FAV,S_M_PAS_FAV,0.003306
S_A_PER_FAV,S_M_REC_FAV,0.003306
S_D_PAS_FAV,P_A_PAS_FAV,0.003285
S_M_PAS_DES,P_D_REC_DES,0.003273
S_M_PAS_DES,P_M_PER_FAV,0.003273
P_M_PER_DES,P_D_REC_NEU,0.003262
P_M_PER_FAV,P_M_PER_DES,0.003233
